pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
KEGG_ASTHMA	0.00485436893203884	0.0481593851132686	0.651481569945655	2.25764051620129	0	30	HLA-DRA|HLA-DQA1|HLA-DPA1|FCER1G|HLA-DRB4|HLA-DRB3
TIEN_INTESTINE_PROBIOTICS_2HR_UP	0.00485436893203884	0.0481593851132686	0.791274038064096	2.6565240812397	0	26	RPS11|UBC|RPS6|RPS3A|EEF1A1|B2M|PTP4A2|GAPDH|TPT1|HSPA8|LRRFIP1|ANP32A|KLF5
PARK_TRETINOIN_RESPONSE_AND_PML_RARA_FUSION	0.00485436893203884	0.0481593851132686	0.684610653014158	2.37244585168651	0	30	LITAF|IER3|ALOX5AP|PSAP|SLA|LSP1|SEMA4D|TNFRSF1B|FGR|NDRG1|PIM1|CEBPE|SPI1|IGFBP6|TNFAIP2|IRF1
NAKAMURA_ALVEOLAR_EPITHELIUM	0.00503778337531486	0.0493619844305543	0.869276976443794	1.79246802164149	1	5	CLDN5|RARRES2|RFTN1
DIRMEIER_LMP1_RESPONSE_LATE_DN	0.00510204081632653	0.0495835068721366	0.743539798648334	2.5927392964631	0	32	RPS11|UBC|TXNIP|GAPDH|ARHGDIB|PSAP|IFITM1|IGLJ3|RPS19|RPLP0|BTG1|FAU|WNT6
AMIT_SERUM_RESPONSE_40_MCF10A	0.00510204081632653	0.0495835068721366	0.706428134753807	2.46333012494142	0	32	NAMPT|GLUL|RGS2|DUSP1|ZFP36|MCL1|EGR1|FOS|CXCL2|FPR1|ADM|THBS1|NR4A2|FOSB|GM2A
DUTTA_APOPTOSIS_VIA_NFKB	0.00512820512820513	0.0496351886595789	0.635626809224044	2.25013833072947	0	33	FTH1|SOD2|IER3|BCL2A1|GADD45B|TNFAIP3|BIRC3|CFLAR|TERT|TNFRSF10C
RICKMAN_HEAD_AND_NECK_CANCER_D	0.00512820512820513	0.0496351886595789	0.625490434176242	2.21425525327156	0	33	HLA-DQA1|BPIFB1|STATH|PRR4|TFF3|AGR2|LRMP|SCGB3A1|ZG16B|LTF|BPIFA1
HERNANDEZ_MITOTIC_ARREST_BY_DOCETAXEL_1_UP	0.00515463917525773	0.0496890521307233	0.652726411642672	2.32389893670805	0	34	MALAT1|DUSP1|SPP1|IGHG1|EMP3|SGK1|HIST2H2BE
SCHOEN_NFKB_SIGNALING	0.00515463917525773	0.0496890521307233	0.649305388725429	2.31171908404999	0	34	CCL2|IL8|NFKBIA|IL1B|PTGS2|CXCL2|BCL6|GADD45B|CSRNP1|TPST1|BIRC3|CTSS|MMP9|THBS1|CTGF
KEGG_GRAFT_VERSUS_HOST_DISEASE	0.00523560209424084	0.0498638743455497	0.71201210307851	2.5627403048619	0	36	HLA-DRA|HLA-DQA1|HLA-A|HLA-B|HLA-C|IL1B|HLA-DPA1|HLA-G|HLA-DRB4|HLA-E|HLA-DRB3
GAZDA_DIAMOND_BLACKFAN_ANEMIA_PROGENITOR_UP	0.00523560209424084	0.0498638743455497	0.621248509218034	2.2692869180792	0	39	FTH1|HLA-DQA1|NAMPT|SLC2A3|ANXA5|HLA-DPA1|HLA-G|ATP6V1B2|SEMA4D|LST1|CREM|MAFF|CD83|VNN2
COLIN_PILOCYTIC_ASTROCYTOMA_VS_GLIOBLASTOMA_UP	0.00523560209424084	0.0498638743455497	0.657857241264528	2.35804451934227	0	35	FTH1|SOD2|GLUL|EEF1A1|HLA-A|RASSF2
STEARMAN_TUMOR_FIELD_EFFECT_UP	0.00523560209424084	0.0498638743455497	0.623103086599919	2.23347061669171	0	35	CSTB|SAT1|LAPTM5|CD68|LCN2|SPP1|ITGAX|CSF2RB|SOCS3|LRG1|CHI3L1|CTSS
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	0.00523560209424084	0.0498638743455497	0.722194157132121	2.59938850254934	0	36	IL8|RGS2|DUSP1|ZFP36|MCL1|PTGS2|EGR1|EGR3|EGR2|CXCL2|FOSL2|GEM|NDRG1|KLF2|CREM|NR4A3
BILANGES_SERUM_RESPONSE_TRANSLATION	0.00523560209424084	0.0498638743455497	0.646851719797827	2.31859597648338	0	35	RPS6|EEF1A1|RPL18A|RPL6|RPL10|RPS3|RPS4X|RPS19|RPL14|EEF1G|RPS8|PTMS|FTHL17|ARL4D
KEGG_ALLOGRAFT_REJECTION	0.00529100529100529	0.0501907713063091	0.694803444671638	2.51325262468839	0	37	HLA-DRA|HLA-DQA1|HLA-A|HLA-B|HLA-C|HLA-DPA1|HLA-G|HLA-DRB4|HLA-E|HLA-DRB3
MUELLER_METHYLATED_IN_GLIOBLASTOMA	0.00529100529100529	0.0501907713063091	0.667363381914998	2.4139960503671	0	37	S100P|IER3|LAPTM5|LCN2|TLR2|KRT19|S100A4|CXCL2|AREG|KRT17|SFN|GZMM|MAST3|CDA|KRT4|TES|NPTX2|RUNX3|LSR
AMIT_EGF_RESPONSE_40_HELA	0.00540540540540541	0.051026531224551	0.651603638670487	2.38573253860746	0	41	RPS11|SLC2A3|IER3|DUSP1|ZFP36|BTG2|PTGS2|EGR1|EGR3|PPP1R15A|SGK1|JUNB|IER2|CCNL1|DUSP5|KLF2|BCL3|DUSP2
KEGG_TYPE_I_DIABETES_MELLITUS	0.00552486187845304	0.051688393448317	0.629064042604614	2.29607441781204	0	42	HLA-DRA|HLA-DQA1|HLA-A|HLA-B|HLA-C|IL1B|HLA-DPA1|HLA-G|HLA-DRB4|HLA-E|HLA-DRB3
ZUCCHI_METASTASIS_DN	0.00552486187845304	0.051688393448317	0.622439919941858	2.27189646842007	0	42	SAT1|IL8|NFKBIA|ANXA1|EIF1|YWHAE|RHOA|CXCL2|PNRC1|AREG|GADD45B|PFN1|DDX5|KRT7|RASD1|TM4SF1|MUCL1
REACTOME_FORMATION_OF_THE_TERNARY_COMPLEX_AND_SUBSEQUENTLY_THE_43S_COMPLEX	0.00558659217877095	0.0519596717877095	0.754545453199405	2.76975480069287	0	44	RPS11|RPS2|RPS6|RPS3A|RPS27A|RPS20|RPS9|RPS25|RPS13|RPS27|RPS16|RPS18|RPS28|RPS3|RPS4X|RPS14|RPS15A|RPS19|RPS4Y1|RPS8|RPS24|RPS15|FAU|RPS10
TAVOR_CEBPA_TARGETS_UP	0.00558659217877095	0.0519596717877095	0.640109334920508	2.34968734599989	0	44	SOD2|CXCR4|RGS2|LITAF|ANXA1|S100A9|BTG2|IL1RN|NFIL3|PTPRC|BCL2A1|TRIB1|LST1|ARC|C3AR1|CD7|BTG1|ACSL1|KLF5
MCDOWELL_ACUTE_LUNG_INJURY_UP	0.00558659217877095	0.0519596717877095	0.679467071347793	2.49416012620372	0	44	S100A8|CSTB|LITAF|NFKBIA|DUSP1|ZFP36|LCN2|MCL1|SPP1|BTG2|FOS|MAL|FCGR2A|LRG1|SFN|TXNRD1|PTGES
GNATENKO_PLATELET_SIGNATURE	0.00571428571428571	0.052833621799139	0.803824078465283	2.9764904498687	0	45	RPL41|FTH1|PTMA|MYL6|UBC|TMSB4X|ACTB|B2M|HLA-C|GAPDH|HLA-E|HIST2H2BE|HIST1H2AC|ITM2B|GPX1|TUBA4A|TAGLN2|CFL1|RNF24|SEPT5-GP1BB
CHNG_MULTIPLE_MYELOMA_HYPERPLOID_UP	0.00571428571428571	0.052833621799139	0.628411047910701	2.32695129793747	0	45	RPS6|RPS9|RPS13|RPLP2|RPL35|RPL35A|RPS16|RPS3|RPS14|UBA52|RPL18|RPS19|RPL14|EEF1G|RPS15|RPL36
KEGG_AUTOIMMUNE_THYROID_DISEASE	0.00574712643678161	0.052833621799139	0.642278596945584	2.44929580267569	0	49	HLA-DRA|HLA-DQA1|HLA-A|HLA-B|HLA-C|HLA-DPA1|HLA-G|HLA-DRB4|HLA-E|HLA-DRB3
DAUER_STAT3_TARGETS_UP	0.00574712643678161	0.052833621799139	0.573869941962927	2.18842297846432	0	49	SOD2|SLC2A3|CCL2|ZFP36|PFKFB3|BCL6|TRIB1|SOCS3|SFN|DUSP5|FOSL1|ICAM1|BCL3|IGFBP1|CEBPD|ADM|MAFF|SLC2A14
NATSUME_RESPONSE_TO_INTERFERON_BETA_DN	0.00574712643678161	0.052833621799139	0.659221923249101	2.51390829045891	0	49	FTH1|CD63|TMSB10|RPS2|FTL|NFKBIA|GAPDH|TXN|NCOR2|CXCR1|LGALS1
BURTON_ADIPOGENESIS_PEAK_AT_2HR	0.00574712643678161	0.052833621799139	0.561444895455485	2.14104071412692	0	49	RGS2|IER3|DUSP1|ZFP36|BTG2|PTGS2|ETS2|FOS|PPP1R15A|VEGFA|JUNB|TNFRSF1B|PIM1|CEBPD|ADM|DNAJB1|FOXC2|THBS1|CTGF|TNFAIP6|NR4A2|FOSB
KUWANO_RNA_STABILIZED_BY_NO	0.00578034682080925	0.0529428768372134	0.826539636499642	1.93191590927692	1	7	RGS2|PTGS2|GADD45B|KLF10
LEONARD_HYPOXIA	0.00581395348837209	0.0529428768372134	0.582222406529827	2.17770884890257	0	47	SLC2A3|DUSP1|NFIL3|VEGFA|JUNB|DDIT4|MUC1|SLC16A3|FOSL2|GPRC5A|PHC2|BHLHE40|DDIT3|SLC7A5|SLC2A1|SIK1|AK4|CCNG2|CDKN1C|SAP30|ALDOA|F3|HOXA5|CDKN1B|PDGFB
PARK_APL_PATHOGENESIS_DN	0.00581395348837209	0.0529428768372134	0.594637653966695	2.22414607615689	0	47	GLUL|IFI30|SRGN|IL8|LYZ|S100P|JUNB|LSP1|SERPINB2|BTG1|CORO1A|PRTN3|CKAP4|ELANE|SPI1|ASAH1|COL4A2|SRF|SMOX|SRPK1|ZYX|NFKBIE|MNDA
DUNNE_TARGETS_OF_AML1_MTG8_FUSION_UP	0.00584795321637427	0.0529428768372134	0.649759970301678	2.45196206905842	0	48	S100A8|CXCR4|LYZ|LCP1|LAPTM5|ALOX5AP|SAMSN1|CST7|CSF3R|IL6R|SLA|CD24|ICAM3|LST1|NKG7|HSPA6|GCA|BTG1|NFE2
BYSTROEM_CORRELATED_WITH_IL5_UP	0.00584795321637427	0.0529428768372134	0.556167781621046	2.09877857500827	0	48	RPL41|CD63|RPL10|SERPINB2|RPS15A|MAP4K4|ALOX15|PERP|STX3|BRD4|GATA1|RPLP1
ZHANG_PROLIFERATING_VS_QUIESCENT	0.00591715976331361	0.0529581850533808	0.582412120106448	2.22339905346129	0	50	PTMA|TMSB10|IL8|PLAUR|HSP90AA1|RHOA|RPL6|MARCKSL1|CXCL2|GPX1|RPS19|CASP4|RELA|DDIT3
CROMER_TUMORIGENESIS_DN	0.00591715976331361	0.0529581850533808	0.539355258077	2.0590264674928	0	50	S100P|IL1RN|KRT13|ECM1|CEACAM5|MAL|MUC1|CEACAM1|AQP5|TFF3|COX6A2|PSCA|SPINK5|KRT4|ALDH3A1|PLA2G2A|CEACAM6|SELENBP1|MUC4|MSMB|SMAGP|SLURP1|PPL|KRT15|SFRP1|TGM3|NBEAL2
KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION	0.00613496932515337	0.0529581850533808	0.482238369287646	1.83614670081035	0	55	ACTB|RHOA|YWHAZ|ARPC5|ACTG1|CD14|ARPC2|TUBB7P|TUBA1C|HCLS1|TUBA1B|TUBA4A|KRT18|NCL
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.00613496932515337	0.0529581850533808	0.454878515339374	1.75801408056714	0	57	HLA-A|B2M|HLA-B|HLA-C|HLA-G|IFITM1|SELL|ICAM3|LILRA1|ICAM1|LILRB2|KIR2DL3|KIR2DS1|KIR2DS2|CD19|HLA-F
REACTOME_INTERFERON_GAMMA_SIGNALING	0.00613496932515337	0.0529581850533808	0.465407148073902	1.79870513097344	0	57	HLA-DQA1|HLA-A|B2M|HLA-B|HLA-C|CD44|HLA-DPA1|HLA-G|HLA-DRB3|SOCS3|PTAFR|ICAM1
NAGASHIMA_EGF_SIGNALING_UP	0.00613496932515337	0.0529581850533808	0.718496136897222	2.73570996280867	0	55	IER3|DUSP1|ZFP36|MCL1|ETS2|EGR1|EGR3|EGR2|FOS|KDM6B|AREG|JUNB|TRIB1|GEM|ARC|IER2|DUSP5|FOSL1|PLEKHO2|BHLHE40|NR4A3|MAFF|DUSP2|SIK1|DNAJB1|KLF10|CTGF|HES1|NAB2|NR4A2|FOSB|EDN1|EGR4|TNFRSF12A|DLX2|LIF|RYBP
JOHANSSON_GLIOMAGENESIS_BY_PDGFB_UP	0.00613496932515337	0.0529581850533808	0.568299153776916	2.16382744040507	0	55	CD63|EEF1A1|B2M|FTL|YBX1|SPP1|MARCKSL1|FOS|SULF2|PPP1R18|MARCKS|TPM4|RPLP0|TAGLN2|LGALS1|CDC42SE1|TMEM176B
ONDER_CDH1_TARGETS_3_DN	0.00613496932515337	0.0529581850533808	0.634824215159221	2.45346806081234	0	57	PI3|IL8|IL1R2|IL1B|LCN2|PTGS2|KRT13|SERPINB1|CXCL2|EMR2|SERPINB2|S100A7|CSF3|ARL4C|GPRC5A|MMP10|HS3ST2|EPN3|CEACAM6|TMPRSS11E|KLK7|KLK11|VGLL1|SOX9|EDN1|ARHGAP25|KLK10|DUSP6|P2RY2|KRT8
HUPER_BREAST_BASAL_VS_LUMINAL_DN	0.00613496932515337	0.0529581850533808	0.479571901712593	1.85344905820862	0	57	HLA-B|HLA-C|LCN2|HLA-G|KRT19|TPM4|WFDC2|MALL|HMGA1|GPRC5A|KLK6|TM4SF1|KRT18|CST6|IGFBP4|TNFAIP2|KRT86|LOXL1|INHBB|HLA-F|METRN|VWA1|KRT8|KRT81|GABRP|KRT15|FUT3|CYR61|IL32
CROONQUIST_STROMAL_STIMULATION_UP	0.00613496932515337	0.0529581850533808	0.603761551297639	2.33341710521194	0	57	TMSB4X|RGS2|NFKBIA|IER3|DUSP1|CCL4|BASP1|FOS|PPP1R15A|CXCL2|RPS4Y1|CCL3|IGHV5-78|IER2|TSC22D3|FSCN1|SMARCD3|IGFBP4|CTGF|PIM2|LOXL1|NR4A2|COL6A1|FOSB
DASU_IL6_SIGNALING_UP	0.00613496932515337	0.0529581850533808	0.61687330071286	2.38409138266298	0	57	SOD2|IFI30|CCL2|IL8|IER3|ZFP36|HIST2H2BE|HIST1H2AC|SERPINB2|GEM|PTGES|TMEM158|ATP2B1|MAFF|SOX4|COL16A1|TAPBP|HTRA1|TNFAIP6|COL6A1|FAM189B|HLA-F|IRAK1|IRF9|MAP2K2|EMILIN1
DEMAGALHAES_AGING_UP	0.00613496932515337	0.0529581850533808	0.516959952846942	1.96261383166211	0	53	B2M|LYZ|TXNIP|ANXA5|LITAF|LAPTM5|HLA-G|SPP1|NPC2|S100A4|SGK1|FCGR2A|MSN|NDRG1|CTSS
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	0.00617283950617284	0.0529581850533808	0.731834772346979	2.7440217966068	0	52	RPS11|RPS2|RPS6|RPS3A|RPS27A|RPS20|RPS9|RPS25|RPS13|RPS27|RPS16|RPS18|RPS28|RPS3|RPS4X|PABPC1|RPS14|RPS15A|RPS19|RPS4Y1|RPS8|RPS24|RPS15|FAU|RPS10
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	0.00617283950617284	0.0529581850533808	0.55715727327442	2.08906676721581	0	52	CXCR4|CCL2|IL8|CCL3L3|CCL22|CCL4|CXCL2|CXCR2|CCL17|CCR7|CXCR1|CCL3|CXCL16
ZHOU_TNF_SIGNALING_30MIN	0.00617283950617284	0.0529581850533808	0.504521709739957	1.89170919543488	0	52	NFKBIA|DUSP1|PTGS2|CLIC1|EGR1|RPL10|MRPL36|JUNB|PRDX5|TNFAIP3|TUBA4A|TMBIM6|HMGA1|IER2|TAGLN2|KRT14|KLF10|PTMS|PLP2
LINDSTEDT_DENDRITIC_CELL_MATURATION_B	0.00617283950617284	0.0529581850533808	0.592559856359051	2.22180910648573	0	52	CXCR4|NFKBIA|MARCKSL1|STK4|PNRC1|MARCKS|ADORA2A|TNIP1|LYN|TNFAIP3|REL|TAP1|BIRC3|BTG1|LAMB3|KLF5|SIAH2|NR4A3|ZNF267|ADM|MAFF|CD83|CFLAR|CYTIP
DIRMEIER_LMP1_RESPONSE_LATE_UP	0.0062111801242236	0.0529581850533808	0.541650611816854	2.05507204281772	0	56	LITAF|CD44|SERPINB9|CCL22|PLEK|RPS28|MARCKS|CD97|TNIP1|TNFRSF1B|LYN|CSNK1D|ATP13A3|RHOG|ANP32A|FSCN1|SLC7A5|CFLAR|AHDC1|BATF|NFKB2|RUNX3|SPIB|SQSTM1|NFKB1|ETF1|IL4R
LEE_LIVER_CANCER_MYC_E2F1_UP	0.0062111801242236	0.0529581850533808	0.511885394735621	1.94214008236657	0	56	CD63|HLA-DQA1|CSTB|CD74|ANXA5|LCN2|SPP1|ACTG1|BCL2A1|SPINK1|MMP12|TAGLN2|CTSS|ICAM1|IGFBP1|LY6D|TMEM176B|COL1A1
PRAMOONJAGO_SOX4_TARGETS_UP	0.00625	0.0529581850533808	0.596291889549063	2.24870234133236	0	51	SOD2|CXCR4|SLC2A3|IL1B|IER3|NFIL3|VEGFA|RIT1|ZFP36L1|TNFAIP3|BTG1|NDRG1|AMPD3|GPRC5A|CCNL1|BHLHE40|ADM|MAFF
TIEN_INTESTINE_PROBIOTICS_6HR_UP	0.00625	0.0529581850533808	0.83389133806666	3.1447239803066	0	51	RPL41|RPS11|UBC|RPS2|RPS6|ACTB|RPS3A|EEF1A1|B2M|FTL|RPL9|PTP4A2|YWHAE|GAPDH|TPT1|RPL23A|RPS27|RPL5|HSPA8|PPIA|TXN|RPS14|RPS19|RPLP0|EEF1G|RPS24|KLF5|CALR
FLOTHO_PEDIATRIC_ALL_THERAPY_RESPONSE_UP	0.00625	0.0529581850533808	0.57135357182238	2.15465636411256	0	51	RPS6|RPS20|RPL27|RPS9|TPT1|RPL5|RPS16|RPL6|RAB1A|RPS28|CD69|SLC38A2|RPS19|RPL17|RPLP0|NDRG1|EEF1G|FAU|ALX4|CDC42EP3
LEE_EARLY_T_LYMPHOCYTE_DN	0.00625	0.0529581850533808	0.603224148702616	2.27484488605338	0	51	SLC2A3|HLA-A|HLA-B|HLA-C|IFITM2|CD44|GPR183|EMP3|HLA-E|IL6R|IFITM1|CCR7|TUBA4A|KLF2|COTL1
STEARMAN_LUNG_CANCER_EARLY_VS_LATE_DN	0.00636942675159236	0.0533485693800273	0.538240002562528	2.07424998174357	0	58	CSTB|SAT1|LAPTM5|CD68|LCN2|SPP1|ITGAX|BASP1|CSF2RB|SOCS3|SMAP2|CCL3|LRG1|COX6B1|CTSS|CFL1|COTL1
WIERENGA_STAT5A_TARGETS_GROUP2	0.00636942675159236	0.0533485693800273	0.524358530911333	2.02075406508561	0	58	SLC2A3|CCL2|IL8|CCL4L2|SPP1|BTG2|CCL22|ANTXR2|NFIL3|GADD45B|CCR7|PLAU|CCL3|GPR65|KLF2|BHLHE40|PRDM8|CD83|CKAP4|SLC2A14
KRISHNAN_FURIN_TARGETS_UP	0.00645161290322581	0.0538048697813683	0.774565800425459	1.90185729770914	1	9	LAPTM5|H3F3B|HSPA8|FOS|S100A4|TP53INP2
NADLER_OBESITY_UP	0.00649350649350649	0.0538712158921218	0.597643834258774	2.29164966704084	0	60	CSTB|IFI30|CTSL1|LAPTM5|CD68|ALOX5AP|DUSP1|FCER1G|BASP1|CD53|PSAP|PABPC1|FCGR2A|PFN1|TPM4|HCLS1|CTSS|CFL1
CROMER_TUMORIGENESIS_UP	0.00649350649350649	0.0538712158921218	0.498251952539906	1.91053409353191	0	60	SLC2A3|IL8|PLAUR|IL1B|SPP1|G0S2|MMP12|TNFAIP3|KRT17|DEFB4A|PLAU|CCL3|KRT16|LAMB3|MMP10|LRRC15|MMP9|COL1A1|CHST2|MMP11|PTK7
LEE_LIVER_CANCER_MYC_TGFA_UP	0.0065359477124183	0.0540154264972777	0.571797110544873	2.19165799445968	0	59	CD63|CSTB|SLPI|LCN2|BTG2|ETS2|ACTG1|MMP12|RPL12|RALB|MT3|NDRG1|TAGLN2|RPS24|TFF3|ICAM1|IGFBP1|LY6D|RAB3D
LEE_LIVER_CANCER_DENA_UP	0.0065359477124183	0.0540154264972777	0.509222161989249	1.95181263021124	0	59	CD63|RGS2|ANXA5|ANXA1|S100A9|LCN2|SPP1|PLEK|BCL2A1|CD24|PTPRE|MMP12|NDRG1|TAGLN2|CTSS|TFF3|IGFBP1|RPL36|LY6D
HAHTOLA_MYCOSIS_FUNGOIDES_CD4_UP	0.00657894736842105	0.0540154264972777	0.676711601740011	2.5743848460325	0	61	RPS11|SOD2|GLUL|IL8|PLAUR|IL1B|ACTR2|IER3|BTG2|PTGS2|ETS2|CCL4|HLA-DRB4|G0S2|EGR1|EGR2|PFKFB3|PPP1R15A|CXCL2|NLRP3|TRIB1|KIR3DS1|HIST2H2BE
LEE_LIVER_CANCER_E2F1_UP	0.00657894736842105	0.0540154264972777	0.493109485235287	1.87591520961145	0	61	CD63|CSTB|CD74|ANXA5|ANXA1|LCN2|MCL1|ETS2|ACTG1|BCL2A1|SPINK1|MMP12|TAGLN2|CTSS|CASP4|TFF3|IGFBP1|RPL36|TMEM176B|COL1A1
