0	0.015832	0.999997	0.999997	0.000414	0.991281	0.985876	0.972096	0.999996	0.000013	0.999997	0.999997	0.000111	0.000000	0.000000	0.999997	0.999997	0.999997	0.999996	0.999997	0.999997	0.999997	0.911401	0.995440	0.999997	0.999997	0.916164	0.937284	0.000010	0.999997	0.000000	0.999997	0.999997	0.999997	0.999997	0.999997	0.989044	0.999997	0.295029	0.999997	0.999997	0.000000	0.999997	0.000129	0.999997	0.343292	0.999997	0.377732	0.999997	0.209741	0.907170
1	0.010738	0.999463	0.999463	0.000129	0.247209	0.001126	0.000591	0.999390	0.000000	0.999482	0.999474	0.000027	0.000000	0.000000	0.999470	0.999469	0.999480	0.999446	0.999467	0.999490	0.999463	0.052925	0.410531	0.999441	0.999508	0.000019	0.000034	0.000000	0.999503	0.000000	0.999454	0.999464	0.999457	0.999478	0.999415	0.998968	0.999471	0.966172	0.999436	0.999499	0.000000	0.999469	0.000023	0.999499	0.966427	0.999486	0.000666	0.999462	0.001591	0.005525
2	0.000001	0.999794	0.999787	0.000000	0.516443	0.999043	0.997914	0.999803	0.000000	0.999791	0.999796	0.000000	0.000000	0.000000	0.999795	0.999799	0.999791	0.999783	0.999796	0.999791	0.999783	0.238162	0.659762	0.999795	0.999794	0.999793	0.999854	0.000000	0.999794	0.000000	0.999799	0.999790	0.999789	0.999793	0.999818	0.003002	0.999796	0.000001	0.999791	0.999796	0.000000	0.999792	0.000000	0.999798	0.000001	0.999783	0.005227	0.999791	0.002881	0.340958
3	1.000000	1.000000	1.000000	0.999997	1.000000	0.999661	0.999504	1.000000	0.993559	1.000000	1.000000	0.999995	0.987219	0.986630	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.945227	0.976946	0.993170	1.000000	0.989430	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.986911	1.000000	0.999995	1.000000	1.000000	1.000000	0.999976	1.000000	0.999999	0.999997
4	0.000000	0.997306	0.997145	0.000000	0.051189	0.994357	0.986354	0.997426	0.000000	0.997262	0.997295	0.000000	0.000000	0.000000	0.997330	0.997328	0.997275	0.997023	0.997260	0.997227	0.996999	0.001480	0.097571	0.997317	0.997279	0.999556	0.999558	0.000000	0.997270	0.000000	0.997413	0.997096	0.997168	0.997155	0.997491	0.000006	0.997279	0.000000	0.997302	0.997295	0.000000	0.997227	0.000000	0.997277	0.000000	0.996994	0.000262	0.997263	0.000020	0.010819
5	0.707916	0.999971	0.999973	0.010617	0.919858	0.060699	0.037858	0.999968	0.000005	0.999972	0.999973	0.002533	0.000000	0.000000	0.999972	0.999972	0.999973	0.999972	0.999973	0.999973	0.999973	0.976096	0.958606	0.999970	0.999974	0.002177	0.005439	0.000004	0.999974	0.000000	0.999971	0.999973	0.999972	0.999974	0.999970	0.999996	0.999973	0.999651	0.999970	0.999974	0.000000	0.999973	0.002204	0.999975	0.999563	0.999974	0.029387	0.999972	0.427076	0.314073
6	0.000002	0.998467	0.998401	0.000000	0.092138	0.699137	0.506359	0.998451	0.000000	0.998460	0.998469	0.000000	0.000000	0.000000	0.998466	0.998479	0.998453	0.998358	0.998448	0.998457	0.998365	0.008699	0.164304	0.998447	0.998486	0.701810	0.759494	0.000000	0.998471	0.000000	0.998484	0.998380	0.998409	0.998417	0.998512	0.011724	0.998453	0.000010	0.998415	0.998479	0.000000	0.998435	0.000000	0.998471	0.000015	0.998384	0.000332	0.998438	0.000157	0.009788
7	0.000192	0.999675	0.999667	0.000004	0.400058	0.324602	0.184103	0.999661	0.000000	0.999679	0.999681	0.000001	0.000000	0.000000	0.999679	0.999680	0.999678	0.999654	0.999676	0.999680	0.999659	0.053588	0.561676	0.999668	0.999690	0.072806	0.105451	0.000000	0.999687	0.000000	0.999677	0.999664	0.999667	0.999674	0.999676	0.692953	0.999678	0.006603	0.999663	0.999688	0.000000	0.999674	0.000001	0.999687	0.008702	0.999669	0.002138	0.999671	0.001388	0.033548
8	0.173672	0.999651	0.999660	0.000888	0.356330	0.001436	0.000836	0.999609	0.000000	0.999664	0.999661	0.000165	0.000000	0.000000	0.999653	0.999658	0.999664	0.999661	0.999661	0.999672	0.999673	0.653799	0.541169	0.999640	0.999682	0.000031	0.000079	0.000000	0.999680	0.000000	0.999642	0.999666	0.999653	0.999675	0.999635	0.999978	0.999661	0.998841	0.999635	0.999677	0.000000	0.999660	0.000133	0.999684	0.998483	0.999683	0.001304	0.999653	0.028697	0.015888
9	0.004558	0.999862	0.999861	0.000046	0.615851	0.142988	0.078675	0.999852	0.000000	0.999865	0.999865	0.000009	0.000000	0.000000	0.999863	0.999865	0.999864	0.999859	0.999864	0.999867	0.999862	0.380763	0.753090	0.999859	0.999871	0.011264	0.021472	0.000000	0.999870	0.000000	0.999861	0.999862	0.999861	0.999866	0.999861	0.995665	0.999865	0.570602	0.999856	0.999869	0.000000	0.999864	0.000009	0.999870	0.575325	0.999866	0.004040	0.999861	0.010853	0.075136
10	1.000000	1.000000	1.000000	0.999986	0.999998	0.846266	0.793041	1.000000	0.866626	1.000000	1.000000	0.999975	0.920154	0.930013	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.999998	0.999999	1.000000	1.000000	0.004208	0.010558	0.859334	1.000000	0.897964	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	0.927268	1.000000	0.999974	1.000000	1.000000	1.000000	0.999237	1.000000	0.999954	0.999815
